temp,spCond,pH,ODO,turb,fDOM,CHL,NO3,cluster,SUBcluster
14.671,149.86,7.57,103.15,11.24,22.45,0.75,12.21,2,2
14.669,149.84,7.57,103.14,11.34,22.46,0.73,12.18,2,2
14.668,149.81,7.57,103.14,11.53,22.44,0.74,12.34,2,2
14.66,149.91,7.57,103.09,11.73,22.41,0.74,12.15,2,2
14.659,149.92,7.57,103.08,11.81,22.4,0.72,12.2,2,2
14.658,149.92,7.57,103.08,11.84,22.41,0.73,12.08,2,2
14.656,149.96,7.57,103.07,11.88,22.41,0.73,12.2,2,2
14.655,149.99,7.57,103.07,11.85,22.41,0.73,12.06,2,2
14.655,149.99,7.57,103.06,11.84,22.42,0.72,12.27,2,2
14.654,150.01,7.57,103.06,11.85,22.41,0.72,12.24,2,2
14.654,150,7.57,103.06,11.84,22.39,0.73,12.12,2,2
14.654,149.95,7.57,103.06,11.79,22.39,0.73,12.2,2,2
14.654,149.92,7.57,103.06,11.75,22.39,0.72,12.06,2,2
14.654,149.89,7.57,103.06,11.76,22.39,0.72,12.22,2,2
14.654,149.83,7.57,103.05,11.76,22.37,0.71,12.23,2,2
14.654,149.8,7.57,103.05,11.81,22.39,0.7,12.15,2,2
14.655,149.77,7.57,103.05,11.79,22.39,0.69,12.03,2,2
14.656,149.76,7.57,103.04,11.77,22.4,0.68,12.28,2,2
14.657,149.71,7.57,103.05,11.71,22.4,0.69,12.01,2,2
14.658,149.67,7.57,103.05,11.6,22.4,0.68,12.11,2,2
14.659,149.59,7.57,103.04,11.55,22.4,0.67,12.13,2,2
14.66,149.63,7.57,103.05,11.52,22.4,0.66,12.19,2,2
14.662,149.65,7.57,103.05,11.45,22.41,0.66,12.24,2,2
14.662,149.56,7.57,103.05,11.4,22.4,0.66,12.16,2,2
14.664,149.52,7.57,103.05,11.34,22.41,0.67,12.28,2,2
14.664,149.47,7.57,103.05,11.33,22.4,0.68,12.09,2,2
14.665,149.48,7.57,103.05,11.28,22.39,0.69,12.24,2,2
14.666,149.52,7.57,103.05,11.29,22.4,0.69,12.2,2,2
14.667,149.6,7.57,103.05,11.22,22.42,0.69,12.12,2,2
14.667,149.64,7.57,103.06,11.21,22.43,0.69,12.19,2,2
14.668,149.68,7.57,103.06,11.14,22.44,0.68,12.13,2,2
14.668,149.76,7.57,103.06,11.11,22.46,0.68,12.24,2,2
14.67,149.84,7.57,103.06,11.1,22.46,0.68,12.21,2,2
14.67,149.8,7.57,103.06,11.1,22.46,0.67,12.21,2,2
14.671,149.81,7.57,103.06,11.13,22.45,0.67,12.26,2,2
14.671,149.84,7.57,103.05,11.18,22.44,0.65,12.17,2,2
14.675,149.75,7.57,103.06,11.26,22.42,0.7,12.22,2,2
14.679,149.9,7.57,103.06,11.26,22.35,0.65,12.13,2,2
14.681,149.91,7.57,103.05,11.36,22.37,0.67,12.25,2,2
14.682,149.88,7.57,103.05,11.37,22.34,0.68,12.3,2,2
14.682,149.84,7.57,103.05,11.4,22.32,0.68,12.24,2,2
14.681,149.91,7.57,103.04,11.52,22.37,0.67,12.25,2,2
14.681,149.97,7.57,103.04,11.53,22.35,0.66,12.27,2,2
14.681,149.99,7.57,103.04,11.49,22.35,0.67,12.21,2,2
14.682,150.04,7.57,103.05,11.56,22.36,0.67,12.22,2,2
14.682,150.05,7.57,103.05,11.59,22.36,0.67,12.27,2,2
14.682,150.07,7.57,103.05,11.62,22.35,0.67,12.27,2,2
14.683,150.02,7.57,103.05,11.64,22.36,0.67,12.25,2,2
14.683,149.99,7.57,103.06,11.63,22.37,0.68,12.11,2,2
14.683,149.99,7.57,103.06,11.68,22.39,0.68,12.29,2,2
14.683,149.99,7.57,103.06,11.68,22.39,0.68,12.22,2,2
14.684,150,7.57,103.06,11.7,22.4,0.68,12.31,2,2
14.685,149.92,7.57,103.07,11.73,22.42,0.69,12.16,2,2
14.685,149.91,7.57,103.07,11.75,22.43,0.68,12.25,2,2
14.685,149.89,7.57,103.06,11.73,22.46,0.68,12.26,2,2
14.686,149.83,7.57,103.05,11.73,22.45,0.67,12.29,2,2
14.687,149.8,7.57,103.05,11.7,22.44,0.66,12.23,2,2
14.687,149.83,7.57,103.05,11.66,22.43,0.67,12.2,2,2
14.688,149.85,7.57,103.05,11.65,22.43,0.67,12.31,2,2
14.689,149.82,7.57,103.05,11.7,22.42,0.67,12.24,2,2
14.692,149.82,7.57,103.05,11.64,22.41,0.68,12.22,2,2
14.695,149.87,7.57,103.05,11.7,22.4,0.68,12.32,2,2
14.699,149.84,7.57,103.06,11.66,22.38,0.7,12.29,2,2
14.703,149.84,7.57,103.08,11.63,22.35,0.71,12.18,2,2
14.707,149.82,7.57,103.1,11.67,22.35,0.71,12.12,2,2
14.711,149.9,7.57,103.11,11.66,22.34,0.71,12.23,2,2
14.713,149.97,7.57,103.13,11.61,22.33,0.71,12.14,2,2
14.715,149.97,7.57,103.13,11.76,22.31,0.73,12.18,2,2
14.716,150.03,7.57,103.13,11.84,22.31,0.74,12.13,2,2
14.716,150.06,7.57,103.13,11.79,22.31,0.73,12.24,2,2
14.716,150.09,7.58,103.13,12.01,22.31,0.74,12.3,2,1
14.716,150.13,7.58,103.13,12.1,22.3,0.75,12.24,2,1
14.716,150.07,7.58,103.13,12.2,22.3,0.75,12.26,2,1
14.716,150.08,7.58,103.13,12.3,22.29,0.72,12.28,2,1
14.717,150.1,7.58,103.13,12.32,22.31,0.72,12.3,2,1
14.718,150.14,7.58,103.13,12.27,22.3,0.72,12.18,2,1
14.718,150.13,7.58,103.13,12.3,22.28,0.72,12.12,2,1
14.717,150.14,7.58,103.13,12.31,22.28,0.73,12.2,2,1
14.715,150.16,7.58,103.12,12.3,22.26,0.75,12.18,2,1
14.713,150.21,7.58,103.11,12.31,22.25,0.75,12.11,2,1
14.711,150.22,7.58,103.1,12.36,22.27,0.77,12.21,2,1
14.71,150.2,7.58,103.09,12.44,22.29,0.77,12.2,2,1
14.709,150.17,7.58,103.08,12.4,22.28,0.75,12.19,2,1
14.708,150.17,7.58,103.08,12.51,22.29,0.74,12.16,2,1
14.708,150.1,7.58,103.07,12.46,22.26,0.75,12.19,2,1
14.708,150.1,7.58,103.06,12.52,22.25,0.74,12.23,2,1
14.708,150.13,7.58,103.05,12.5,22.27,0.76,12.1,2,1
14.708,150.13,7.58,103.05,12.48,22.29,0.76,12.15,2,1
14.708,150.17,7.58,103.04,12.54,22.3,0.76,12.14,2,1
14.709,150.15,7.58,103.04,12.61,22.28,0.78,12.11,2,1
14.713,150.28,7.58,103.05,12.6,22.28,0.79,12.35,2,1
14.717,150.32,7.58,103.06,12.68,22.25,0.82,12.15,2,1
14.72,150.36,7.58,103.06,12.75,22.24,0.83,12.29,2,1
14.724,150.35,7.58,103.07,12.91,22.24,0.86,12.09,2,1
14.727,150.43,7.58,103.09,12.93,22.26,0.82,12.23,2,1
14.723,150.55,7.58,103.05,12.91,22.26,0.75,12.22,2,1
14.731,150.59,7.58,103.06,12.54,22.28,0.71,12.2,2,1
14.736,150.67,7.58,103.06,12.38,22.29,0.71,12.22,2,1
14.736,150.63,7.58,103.05,12.39,22.29,0.7,12.25,2,1
14.737,150.66,7.58,103.05,12.38,22.3,0.72,12.17,2,1
14.739,150.68,7.58,103.06,12.31,22.29,0.69,12.3,2,1
14.74,150.65,7.58,103.07,12.35,22.3,0.69,12.28,2,1
14.742,150.65,7.58,103.07,12.3,22.3,0.69,12.3,2,1
14.744,150.63,7.58,103.07,12.24,22.29,0.67,12.3,2,1
14.746,150.59,7.58,103.09,12.24,22.28,0.67,12.3,2,1
14.746,150.64,7.58,103.09,12.25,22.29,0.7,12.19,2,1
14.746,150.64,7.58,103.09,12.36,22.28,0.72,12.23,2,1
14.746,150.67,7.58,103.09,12.33,22.3,0.71,12.34,2,1
14.747,150.67,7.58,103.1,12.35,22.31,0.73,12.29,2,1
14.751,150.66,7.58,103.11,12.3,22.3,0.75,12.28,2,1
14.756,150.72,7.58,103.12,12.38,22.28,0.76,12.18,2,1
14.758,150.75,7.58,103.12,12.45,22.28,0.78,12.31,2,1
14.758,150.75,7.58,103.12,12.46,22.29,0.81,12.24,2,1
14.758,150.78,7.58,103.12,12.53,22.29,0.83,12.29,2,1
14.755,150.79,7.58,103.11,12.53,22.29,0.84,12.22,2,1
14.751,150.81,7.58,103.11,12.63,22.27,0.83,12.19,2,1
14.748,150.83,7.58,103.09,12.68,22.27,0.81,12.26,2,1
14.745,150.81,7.58,103.08,12.66,22.26,0.8,12.29,2,1
14.744,150.77,7.58,103.08,12.63,22.26,0.77,12.25,2,1
14.744,150.79,7.58,103.08,12.47,22.26,0.75,12.22,2,1
14.745,150.77,7.58,103.08,12.48,22.27,0.74,12.29,2,1
14.745,150.8,7.58,103.08,12.33,22.28,0.74,12.3,2,1
14.746,150.8,7.58,103.08,12.45,22.27,0.74,12.24,2,1
14.746,150.79,7.58,103.08,12.36,22.29,0.75,12.3,2,1
14.747,150.8,7.58,103.08,12.35,22.29,0.75,12.28,2,1
14.748,150.79,7.58,103.08,12.25,22.3,0.74,12.36,2,1
14.755,150.88,7.58,103.09,12.08,22.31,0.69,12.36,2,1
14.756,150.86,7.58,103.1,12.1,22.3,0.7,12.33,2,1
14.757,150.86,7.58,103.1,12.09,22.29,0.71,12.32,2,1
14.758,150.87,7.58,103.1,12.11,22.29,0.72,12.25,2,1
14.76,150.8,7.58,103.11,12.08,22.3,0.72,12.23,2,1
14.761,150.82,7.58,103.11,12.02,22.3,0.71,12.17,2,1
14.767,150.8,7.58,103.14,11.91,22.32,0.68,12.32,2,1
14.769,150.75,7.58,103.15,11.83,22.35,0.7,12.25,2,1
14.773,150.82,7.58,103.17,11.85,22.36,0.75,12.32,2,1
14.774,150.86,7.58,103.17,11.82,22.36,0.75,12.22,2,1
14.792,151.14,7.58,103.25,11.93,22.33,0.8,12.39,2,1
14.793,151.16,7.58,103.26,11.95,22.32,0.82,12.36,2,1
14.793,151.23,7.58,103.26,12.03,22.31,0.85,12.25,2,1
14.788,151.21,7.58,103.26,12.11,22.3,0.84,12.32,2,1
14.786,151.21,7.58,103.26,12.1,22.31,0.81,12.28,2,1
14.785,151.22,7.58,103.25,11.94,22.33,0.76,12.44,2,1
14.786,151.27,7.58,103.25,11.95,22.32,0.74,12.36,2,1
14.787,151.31,7.58,103.25,11.93,22.32,0.74,12.4,2,1
14.787,151.36,7.58,103.25,11.99,22.34,0.75,12.2,2,1
14.786,151.35,7.58,103.24,12,22.34,0.76,12.4,2,1
14.785,151.35,7.58,103.23,12.05,22.35,0.77,12.27,2,1
14.783,151.33,7.58,103.22,12.13,22.37,0.77,12.35,2,1
14.782,151.32,7.58,103.22,12.17,22.35,0.77,12.4,2,1
14.782,151.27,7.58,103.22,12.14,22.34,0.76,12.32,2,1
14.783,151.24,7.58,103.22,12.01,22.33,0.75,12.43,2,1
14.785,151.23,7.58,103.23,11.95,22.36,0.74,12.38,2,1
14.786,151.27,7.58,103.23,11.85,22.36,0.74,12.41,2,1
14.788,151.24,7.58,103.24,11.8,22.39,0.74,12.28,2,1
14.79,151.22,7.58,103.24,11.75,22.37,0.73,12.4,2,1
14.791,151.24,7.58,103.24,11.7,22.39,0.73,12.23,2,1
14.792,151.28,7.58,103.25,11.65,22.39,0.72,12.33,2,1
14.793,151.24,7.58,103.25,11.59,22.39,0.7,12.38,2,1
14.794,151.25,7.58,103.25,11.51,22.4,0.69,12.37,2,1
14.795,151.26,7.58,103.25,11.43,22.4,0.68,12.36,2,1
14.797,151.27,7.58,103.25,11.35,22.38,0.68,12.33,2,1
14.798,151.28,7.58,103.25,11.28,22.38,0.68,12.27,2,1
14.799,151.3,7.58,103.26,11.17,22.38,0.69,12.36,2,1
14.801,151.33,7.58,103.26,11.13,22.37,0.7,12.28,2,1
14.802,151.36,7.58,103.26,11.11,22.37,0.72,12.32,2,1
14.801,151.37,7.58,103.26,11.19,22.37,0.74,12.21,2,1
14.801,151.4,7.58,103.26,11.26,22.37,0.75,12.27,2,1
14.8,151.44,7.58,103.26,11.22,22.38,0.75,12.27,2,1
14.799,151.4,7.58,103.25,11.26,22.4,0.73,12.48,2,1
14.799,151.39,7.58,103.25,11.3,22.41,0.71,12.46,2,1
14.799,151.39,7.58,103.26,11.41,22.41,0.69,12.44,2,1
14.8,151.33,7.58,103.26,11.5,22.41,0.68,12.39,2,1
14.801,151.38,7.58,103.26,11.51,22.43,0.67,12.19,2,1
14.801,151.51,7.58,103.25,11.62,22.42,0.7,12.31,2,1
14.802,151.58,7.58,103.25,11.43,22.4,0.7,12.29,2,1
14.806,151.57,7.58,103.27,11.4,22.36,0.75,12.38,2,1
14.805,151.52,7.58,103.26,11.41,22.38,0.75,12.38,2,1
14.805,151.57,7.58,103.26,11.36,22.39,0.74,12.65,2,1
14.805,151.52,7.58,103.26,11.27,22.38,0.74,12.37,2,1
14.805,151.47,7.58,103.25,11.23,22.36,0.73,12.46,2,1
14.805,151.43,7.58,103.25,11.26,22.38,0.72,12.54,2,1
14.806,151.52,7.58,103.26,11.21,22.38,0.74,12.36,2,1
14.807,151.53,7.58,103.26,11.15,22.39,0.73,12.42,2,1
14.808,151.57,7.58,103.26,11.22,22.38,0.75,12.41,2,1
14.809,151.68,7.58,103.26,11.3,22.38,0.75,12.5,2,1
14.811,151.73,7.59,103.27,11.23,22.37,0.77,12.35,2,1
14.813,151.83,7.59,103.28,11.25,22.39,0.74,12.37,2,1
14.815,151.84,7.59,103.28,11.2,22.4,0.72,12.42,2,1
14.816,151.84,7.59,103.28,11.17,22.42,0.72,12.44,2,1
14.817,151.69,7.59,103.29,11.18,22.41,0.71,12.46,2,1
14.818,151.6,7.59,103.29,11.16,22.39,0.71,12.41,2,1
14.82,151.55,7.59,103.3,11.16,22.4,0.73,12.4,2,1
14.821,151.55,7.59,103.3,11.18,22.38,0.73,12.33,2,1
14.822,151.58,7.59,103.31,11.11,22.38,0.75,12.3,2,1
14.823,151.62,7.59,103.32,11.2,22.39,0.77,12.37,2,1
14.823,151.7,7.59,103.32,11.28,22.38,0.78,12.37,2,1
14.823,151.73,7.59,103.32,11.32,22.36,0.77,12.34,2,1
14.823,151.82,7.59,103.32,11.37,22.36,0.76,12.29,2,1
14.822,151.86,7.59,103.32,11.35,22.36,0.77,12.42,2,1
14.821,151.93,7.59,103.32,11.34,22.38,0.74,12.31,2,1
14.82,151.93,7.59,103.32,11.38,22.4,0.73,12.23,2,1
14.819,151.9,7.59,103.32,11.44,22.4,0.75,12.32,2,1
14.819,151.92,7.59,103.32,11.43,22.41,0.77,12.33,2,1
14.818,151.96,7.59,103.31,11.49,22.41,0.78,12.44,2,1
14.818,151.98,7.59,103.31,11.5,22.41,0.8,12.47,2,1
14.817,151.99,7.59,103.31,11.56,22.42,0.82,12.27,2,1
14.817,151.98,7.59,103.31,11.61,22.43,0.82,12.48,2,1
14.818,152,7.59,103.3,11.67,22.42,0.81,12.27,2,1
14.819,152.01,7.59,103.31,11.63,22.43,0.8,12.41,2,1
14.82,152,7.59,103.32,11.66,22.41,0.8,12.25,2,1
14.822,152.01,7.59,103.33,11.61,22.4,0.79,12.46,2,1
14.823,151.97,7.59,103.34,11.58,22.4,0.79,12.28,2,1
14.834,152,7.59,103.37,11.6,22.36,0.72,12.45,2,1
14.865,152.41,7.59,103.46,11.42,22.34,0.72,12.39,2,1
14.865,152.41,7.59,103.46,11.48,22.34,0.72,12.25,2,1
14.865,152.36,7.59,103.46,11.51,22.35,0.73,12.62,2,1
14.864,152.3,7.59,103.46,11.57,22.33,0.73,12.37,2,1
14.864,152.26,7.59,103.45,11.58,22.33,0.73,12.36,2,1
14.863,152.25,7.59,103.45,11.58,22.34,0.74,12.43,2,1
14.862,152.23,7.59,103.45,11.63,22.36,0.75,12.49,2,1
14.861,152.2,7.59,103.45,11.65,22.36,0.78,12.38,2,1
14.86,152.2,7.59,103.45,11.7,22.35,0.8,12.49,2,1
14.859,152.18,7.59,103.45,11.76,22.35,0.81,12.37,2,1
14.858,152.2,7.59,103.45,11.75,22.36,0.83,12.35,2,1
14.856,152.22,7.59,103.44,11.78,22.36,0.83,12.46,2,1
14.854,152.26,7.59,103.43,11.92,22.36,0.84,12.43,2,1
14.854,152.26,7.59,103.43,11.96,22.37,0.85,12.45,2,1
14.853,152.27,7.59,103.43,11.97,22.36,0.87,12.41,2,1
14.853,152.31,7.59,103.43,11.94,22.37,0.86,12.4,2,1
14.852,152.34,7.59,103.43,11.95,22.36,0.85,12.42,2,1
14.852,152.36,7.59,103.43,12.07,22.37,0.85,12.58,2,1
14.852,152.36,7.59,103.42,12.02,22.37,0.84,12.42,2,1
14.851,152.37,7.59,103.42,12.01,22.36,0.84,12.49,2,1
14.85,152.38,7.59,103.42,11.95,22.37,0.83,12.45,2,1
14.85,152.36,7.59,103.41,11.83,22.38,0.83,12.31,2,1
14.85,152.34,7.59,103.42,11.84,22.38,0.81,12.38,2,1
14.849,152.33,7.59,103.42,11.77,22.37,0.8,12.39,2,1
14.85,152.33,7.59,103.41,11.77,22.38,0.81,12.51,2,1
14.85,152.33,7.59,103.41,11.77,22.39,0.8,12.3,2,1
14.85,152.34,7.59,103.41,11.79,22.39,0.8,12.3,2,1
14.85,152.34,7.59,103.41,11.74,22.38,0.8,12.35,2,1
14.851,152.35,7.59,103.41,11.71,22.39,0.78,12.52,2,1
14.851,152.35,7.59,103.41,11.68,22.38,0.78,12.51,2,1
14.851,152.37,7.59,103.41,11.6,22.39,0.77,12.39,2,1
14.852,152.4,7.59,103.42,11.55,22.39,0.77,12.47,2,1
14.852,152.4,7.59,103.42,11.57,22.42,0.78,12.35,2,1
14.853,152.43,7.59,103.42,11.49,22.42,0.79,12.49,2,1
14.854,152.45,7.59,103.42,11.5,22.43,0.81,12.49,2,1
14.854,152.46,7.59,103.41,11.56,22.43,0.79,12.48,2,1
14.855,152.46,7.59,103.41,11.57,22.43,0.8,12.53,2,1
14.856,152.44,7.59,103.41,11.54,22.44,0.8,12.35,2,1
14.856,152.43,7.59,103.42,11.57,22.45,0.8,12.44,2,1
14.857,152.43,7.59,103.42,11.52,22.46,0.81,12.49,2,1
14.858,152.42,7.59,103.42,11.41,22.45,0.81,12.38,2,1
14.859,152.41,7.59,103.43,11.38,22.45,0.8,12.47,2,1
14.859,152.4,7.59,103.43,11.35,22.45,0.81,12.46,2,1
14.86,152.42,7.59,103.44,11.37,22.44,0.79,12.55,2,1
14.861,152.42,7.59,103.44,11.34,22.42,0.79,12.35,2,1
14.862,152.42,7.59,103.44,11.35,22.43,0.78,12.34,2,1
14.864,152.43,7.59,103.45,11.39,22.43,0.78,12.49,2,1
14.865,152.5,7.59,103.45,11.37,22.44,0.77,12.37,2,1
14.866,152.52,7.59,103.45,11.36,22.44,0.76,12.59,2,1
14.867,152.55,7.59,103.46,11.38,22.41,0.78,12.5,2,1
14.869,152.54,7.59,103.46,11.47,22.37,0.79,12.38,2,1
14.869,152.55,7.59,103.46,11.51,22.38,0.81,12.4,2,1
14.87,152.53,7.59,103.46,11.61,22.37,0.8,12.38,2,1
14.87,152.53,7.59,103.46,11.61,22.37,0.79,12.53,2,1
14.871,152.56,7.59,103.47,11.67,22.36,0.78,12.48,2,1
14.871,152.6,7.59,103.48,11.67,22.37,0.77,12.46,2,1
14.872,152.61,7.59,103.48,11.65,22.37,0.78,12.47,2,1
14.873,152.59,7.6,103.48,11.63,22.37,0.8,12.55,2,1
14.873,152.57,7.6,103.49,11.6,22.39,0.82,12.35,2,1
14.873,152.56,7.6,103.49,11.51,22.4,0.84,12.45,2,1
14.873,152.52,7.6,103.49,11.51,22.39,0.88,12.37,2,1
14.872,152.59,7.6,103.48,11.61,22.41,0.85,12.41,2,1
14.872,152.63,7.6,103.48,11.52,22.37,0.91,12.38,2,1
14.87,152.57,7.61,103.48,11.46,22.38,1.07,12.57,2,1
14.87,152.56,7.61,103.48,11.46,22.39,1.09,12.55,2,1
14.869,152.53,7.61,103.49,11.43,22.38,1.05,12.59,2,1
14.869,152.55,7.61,103.48,11.46,22.39,1.01,12.37,2,1
14.869,152.58,7.61,103.49,11.53,22.4,1.02,12.53,2,1
14.869,152.64,7.61,103.5,11.47,22.41,0.99,12.53,2,1
14.869,152.67,7.61,103.5,11.61,22.43,1,12.43,2,1
14.868,152.74,7.61,103.5,11.53,22.45,1.02,12.65,2,1
14.868,152.77,7.61,103.5,11.53,22.46,1.03,12.55,2,1
14.868,152.79,7.61,103.49,11.5,22.49,1.01,12.59,2,1
14.868,152.82,7.61,103.49,11.52,22.49,1,12.59,2,1
14.868,152.86,7.61,103.48,11.46,22.54,1.02,12.64,2,1
14.868,152.9,7.61,103.48,11.41,22.56,1.05,12.8,2,1
14.868,152.92,7.61,103.47,11.33,22.59,1.08,12.52,2,1
14.869,152.94,7.61,103.47,11.34,22.62,1.08,12.7,2,1
14.869,152.93,7.61,103.47,11.31,22.63,1.06,12.74,2,1
14.87,152.93,7.61,103.47,11.29,22.63,1.04,12.7,2,1
14.871,152.95,7.61,103.47,11.34,22.64,1.02,12.75,2,1
14.871,152.97,7.61,103.48,11.38,22.66,0.98,12.67,2,1
14.872,152.98,7.61,103.48,11.41,22.67,0.94,12.72,2,1
14.872,152.99,7.61,103.48,11.47,22.65,0.94,12.62,2,1
14.873,153,7.61,103.48,11.43,22.64,0.93,12.69,2,1
14.873,153.03,7.61,103.49,11.49,22.63,0.93,12.7,2,1
14.873,153,7.61,103.48,11.48,22.62,0.91,12.74,2,1
14.873,152.98,7.61,103.48,11.46,22.61,0.92,12.58,2,1
14.873,152.94,7.61,103.49,11.45,22.59,0.9,12.61,2,1
14.873,152.89,7.61,103.49,11.38,22.59,0.88,12.65,2,1
14.874,152.84,7.61,103.49,11.36,22.55,0.86,12.72,2,1
14.875,152.83,7.6,103.49,11.35,22.55,0.85,12.57,2,1
14.876,152.84,7.6,103.51,11.32,22.55,0.85,12.63,2,1
14.877,152.88,7.6,103.52,11.32,22.59,0.85,12.57,2,1
14.88,152.98,7.6,103.52,11.32,22.65,0.85,12.61,2,1
14.891,153.55,7.6,103.53,11.34,22.91,0.88,12.92,2,1
14.904,154.23,7.6,103.51,11.18,23.29,0.92,13.5,2,1
14.913,154.63,7.6,103.5,10.92,23.5,0.99,13.78,2,1
14.918,154.82,7.6,103.48,10.96,23.62,1,14.09,2,1
14.918,154.84,7.6,103.46,10.95,23.64,0.98,14.05,2,1
14.919,154.84,7.6,103.46,10.95,23.65,0.95,13.98,2,1
14.919,154.83,7.6,103.44,10.92,23.66,0.92,13.98,2,1
14.92,154.82,7.6,103.43,10.98,23.67,0.92,13.96,2,1
14.92,154.8,7.59,103.42,11.02,23.66,0.92,14.04,2,1
14.92,154.79,7.59,103.42,11.14,23.65,0.92,13.96,2,1
14.919,154.79,7.59,103.42,11.08,23.66,0.92,13.94,2,1
14.919,154.79,7.59,103.42,11.12,23.67,0.94,13.87,2,1
14.919,154.82,7.59,103.42,11.18,23.69,0.95,14.01,2,1
14.918,154.83,7.59,103.43,11.27,23.69,0.96,14.07,2,1
14.917,154.83,7.59,103.43,11.35,23.7,0.98,14.04,2,1
14.916,154.84,7.59,103.44,11.28,23.69,1,14.11,2,1
14.915,154.83,7.59,103.45,11.14,23.7,1.01,14.07,2,1
14.907,152.36,7.6,102.97,13.37,22.21,1.06,12.03,2,1
14.907,152.3,7.6,102.79,12.86,22.17,1.11,12.09,2,1
14.907,152.3,7.59,102.77,12.18,22.23,1.13,11.95,2,1
14.907,152.3,7.59,102.79,11.91,22.26,1.12,11.86,2,1
14.906,152.32,7.59,102.84,11.79,22.27,1.12,11.85,2,1
14.905,152.33,7.59,102.91,11.74,22.29,1.14,11.87,2,1
14.904,152.35,7.59,102.99,11.71,22.3,1.14,11.87,2,1
14.903,152.35,7.59,103.07,11.71,22.31,1.17,11.85,2,1
14.903,152.36,7.59,103.14,11.72,22.32,1.19,11.86,2,1
14.913,152.54,7.6,103.47,12.53,22.26,1.18,0.68,2,1
14.914,152.49,7.61,103.49,12.63,22.26,1.16,1.07,2,1
14.916,152.48,7.61,103.51,12.75,22.26,1.21,1.47,2,1
14.918,152.49,7.61,103.54,12.59,22.23,1.22,2.49,2,1
14.919,152.48,7.61,103.54,12.6,22.22,1.2,2.33,2,1
14.92,152.49,7.61,103.56,12.42,22.21,1.18,2.43,2,1
14.92,152.48,7.62,103.56,12.44,22.21,1.16,2.29,2,1
14.921,152.48,7.62,103.56,12.45,22.21,1.15,2.49,2,1
14.921,152.48,7.62,103.57,12.44,22.22,1.15,3.32,2,1
14.922,152.47,7.62,103.57,12.38,22.22,1.18,3.23,2,1
14.922,152.46,7.62,103.58,12.18,22.21,1.21,3.52,2,1
14.923,152.46,7.62,103.58,11.95,22.22,1.2,3.51,2,1
14.923,152.47,7.62,103.59,11.91,22.22,1.19,4.32,2,1
14.924,152.47,7.62,103.6,11.97,22.2,1.22,1.97,2,1
14.923,152.46,7.62,103.56,12.67,22.13,1.16,12.32,2,1
14.912,152.5,7.62,103.67,12.18,22.39,0.88,12.55,2,1
14.913,152.54,7.62,103.67,12.14,22.4,0.88,12.49,2,1
14.914,152.57,7.62,103.67,12.15,22.4,0.89,12.57,2,1
14.916,152.63,7.62,103.67,12.04,22.43,0.9,12.77,2,1
14.919,152.82,7.62,103.68,11.98,22.51,0.96,12.65,2,1
14.919,152.85,7.61,103.68,11.98,22.51,0.95,12.76,2,1
14.919,152.85,7.61,103.68,11.99,22.53,0.91,12.6,2,1
14.921,152.85,7.61,103.7,12.15,22.55,0.86,12.58,2,1
14.922,152.88,7.61,103.7,12.24,22.55,0.85,12.55,2,1
14.924,153,7.61,103.71,12.41,22.57,0.85,12.56,2,1
14.927,153.08,7.61,103.73,12.73,22.58,0.84,12.65,2,1
14.929,153.1,7.61,103.72,12.86,22.59,0.84,12.72,2,1
14.93,153.06,7.61,103.72,12.95,22.59,0.84,12.84,2,1
14.931,153.02,7.61,103.73,13.02,22.58,0.84,12.68,2,1
14.931,152.95,7.61,103.72,13.06,22.56,0.85,12.72,2,1
14.932,152.9,7.61,103.72,12.89,22.57,0.87,12.74,2,1
14.933,152.91,7.61,103.72,12.81,22.55,0.86,12.75,2,1
14.934,152.91,7.61,103.73,12.66,22.54,0.84,12.69,2,1
14.935,152.91,7.61,103.73,12.61,22.55,0.82,12.62,2,1
14.936,152.91,7.61,103.74,12.61,22.54,0.82,12.68,2,1
14.937,152.96,7.61,103.75,12.54,22.53,0.81,12.77,2,1
14.938,152.93,7.61,103.75,12.45,22.54,0.8,12.63,2,1
14.938,152.92,7.61,103.76,12.45,22.54,0.78,12.73,2,1
14.939,152.88,7.61,103.77,12.49,22.55,0.79,12.7,2,1
14.939,152.88,7.61,103.77,12.46,22.55,0.77,12.58,2,1
14.939,152.87,7.61,103.77,12.52,22.52,0.76,12.65,2,1
14.939,152.88,7.61,103.78,12.4,22.52,0.76,12.52,2,1
14.939,152.83,7.61,103.78,12.4,22.5,0.74,12.68,2,1
14.939,152.82,7.61,103.78,12.44,22.46,0.76,12.46,2,1
14.938,152.79,7.61,103.78,12.44,22.44,0.77,12.44,2,1
14.937,152.78,7.61,103.78,12.49,22.41,0.78,12.34,2,1
14.937,152.78,7.61,103.78,12.47,22.38,0.78,12.39,2,1
14.937,152.76,7.61,103.77,12.46,22.37,0.79,12.6,2,1
14.937,152.75,7.61,103.78,12.46,22.34,0.82,12.56,2,1
14.937,152.73,7.62,103.78,12.46,22.32,0.81,12.5,2,1
14.937,152.74,7.62,103.79,12.44,22.33,0.82,12.53,2,1
14.938,152.73,7.62,103.79,12.41,22.33,0.81,12.48,2,1
14.939,152.77,7.62,103.79,12.35,22.33,0.79,12.42,2,1
14.941,152.78,7.62,103.8,12.28,22.36,0.78,12.47,2,1
